id,filename,genre,subgenre,artist,title
"Jazz_-_Bop-Dizzy_Gillespie_-_Groovin_High","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Dizzy Gillespie - Groovin High.mid",Jazz,Bop,Dizzy Gillespie,"Groovin High"
"Jazz_-_Bop-Herbie_Hancock_-_Cantaloupe_Island","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Herbie Hancock - Cantaloupe Island.mid",Jazz,Bop,Herbie Hancock,"Cantaloupe Island"
"Jazz_-_Bop-Herbie_Hancock_-_Watermelon_Man","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Herbie Hancock - Watermelon Man.mid",Jazz,Bop,Herbie Hancock,"Watermelon Man"
"Jazz_-_Bop-Horace_Silver_-_Opus_De_Funk","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Horace Silver - Opus De Funk.mid",Jazz,Bop,Horace Silver,"Opus De Funk"
"Jazz_-_Bop-J_J_Johnson_-_Softly_As_In_The_Morning_Sunrise","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/J J Johnson - Softly As In The Morning Sunrise.mid",Jazz,Bop,J J Johnson,"Softly As In The Morning Sunrise"
"Jazz_-_Bop-Jimmy_Smith_-_Back_At_The_Chicken_Shack","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Jimmy Smith - Back At The Chicken Shack.mid",Jazz,Bop,Jimmy Smith,"Back At The Chicken Shack"
"Jazz_-_Bop-John_Coltrane_-_Airegin","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/John Coltrane - Airegin.mid",Jazz,Bop,John Coltrane,"Airegin"
"Jazz_-_Bop-John_Coltrane_-_Lazy_Bird","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/John Coltrane - Lazy Bird.mid",Jazz,Bop,John Coltrane,"Lazy Bird"
"Jazz_-_Bop-John_Coltrane_-_Mr_P_C","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/John Coltrane - Mr P C.mid",Jazz,Bop,John Coltrane,"Mr P C"
"Jazz_-_Bop-Lee_Morgan_-_The_Sidewinder","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Lee Morgan - The Sidewinder.mid",Jazz,Bop,Lee Morgan,"The Sidewinder"
"Jazz_-_Bop-Max_Roach_-_Billie's_Bounce","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Max Roach - Billie's Bounce.mid",Jazz,Bop,Max Roach,"Billie's Bounce"
"Jazz_-_Bop-Miles_Davis_-_Blue_n_Boogie","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Miles Davis - Blue n Boogie.mid",Jazz,Bop,Miles Davis,"Blue n Boogie"
"Jazz_-_Bop-Miles_Davis_-_Doxy","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Miles Davis - Doxy.mid",Jazz,Bop,Miles Davis,"Doxy"
"Jazz_-_Bop-Miles_Davis_-_Half_Nelson","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Miles Davis - Half Nelson.mid",Jazz,Bop,Miles Davis,"Half Nelson"
"Jazz_-_Bop-Miles_Davis_-_Well_You_Neednt","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Miles Davis - Well You Neednt.mid",Jazz,Bop,Miles Davis,"Well You Neednt"
"Jazz_-_Bop-Thelonious_Monk_-_Evidence","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Thelonious Monk - Evidence.mid",Jazz,Bop,Thelonious Monk,"Evidence"
"Jazz_-_Bop-Thelonious_Monk_-_In_Walked_Bud","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Thelonious Monk - In Walked Bud.mid",Jazz,Bop,Thelonious Monk,"In Walked Bud"
"Jazz_-_Bop-Thelonious_Monk_-_Straight_No_Chaser","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Thelonious Monk - Straight No Chaser.mid",Jazz,Bop,Thelonious Monk,"Straight No Chaser"
"Jazz_-_Bop-Wes_Montgomery_-_Four_On_Six","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Bop/Wes Montgomery - Four On Six.mid",Jazz,Bop,Wes Montgomery,"Four On Six"
"Jazz_-_Swing-Art_Tatum_-_In_A_Sentimental_Mood","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Art Tatum - In A Sentimental Mood.mid",Jazz,Swing,Art Tatum,"In A Sentimental Mood"
"Jazz_-_Swing-Ben_Webster_-_Bye_Bye_Blackbird","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Ben Webster - Bye Bye Blackbird.mid",Jazz,Swing,Ben Webster,"Bye Bye Blackbird"
"Jazz_-_Swing-Benny_Goodman_-_Sing_Sing_Sing","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Benny Goodman - Sing Sing Sing.mid",Jazz,Swing,Benny Goodman,"Sing Sing Sing"
"Jazz_-_Swing-Billie_Holiday_-_Darn_That_Dream","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Billie Holiday - Darn That Dream.mid",Jazz,Swing,Billie Holiday,"Darn That Dream"
"Jazz_-_Swing-Billie_Holiday_-_Do_Nothing_til_You_Hear_From_Me","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Billie Holiday - Do Nothing til You Hear From Me.mid",Jazz,Swing,Billie Holiday,"Do Nothing til You Hear From Me"
"Jazz_-_Swing-Billie_Holiday_-_It_Had_To_Be_You","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Billie Holiday - It Had To Be You.mid",Jazz,Swing,Billie Holiday,"It Had To Be You"
"Jazz_-_Swing-Billie_Holiday_-_Prelude_To_A_Kiss","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Billie Holiday - Prelude To A Kiss.mid",Jazz,Swing,Billie Holiday,"Prelude To A Kiss"
"Jazz_-_Swing-Billie_Holiday_-_Sophisticated_Lady","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Billie Holiday - Sophisticated Lady.mid",Jazz,Swing,Billie Holiday,"Sophisticated Lady"
"Jazz_-_Swing-Chick_Webb_-_Dont_be_That_Way","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Chick Webb - Dont be That Way.mid",Jazz,Swing,Chick Webb,"Dont be That Way"
"Jazz_-_Swing-Count_Basie_-_April_In_Paris","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Count Basie - April In Paris.mid",Jazz,Swing,Count Basie,"April In Paris"
"Jazz_-_Swing-Count_Basie_-_Autumn_Leaves","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Count Basie - Autumn Leaves.mid",Jazz,Swing,Count Basie,"Autumn Leaves"
"Jazz_-_Swing-Count_Basie_-_Corner_Pocket","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Count Basie - Corner Pocket.mid",Jazz,Swing,Count Basie,"Corner Pocket"
"Jazz_-_Swing-Count_Basie_-_Freckle_Face","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Count Basie - Freckle Face.mid",Jazz,Swing,Count Basie,"Freckle Face"
"Jazz_-_Swing-Duke_Ellington_-_Cottontail","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Duke Ellington - Cottontail.mid",Jazz,Swing,Duke Ellington,"Cottontail"
"Jazz_-_Swing-Duke_Ellington_-_Don't_Get_Around_Much_Anymore","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Duke Ellington - Don't Get Around Much Anymore.mid",Jazz,Swing,Duke Ellington,"Don't Get Around Much Anymore"
"Jazz_-_Swing-Duke_Ellington_-_It_Don't_Mean_A_Thing","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Duke Ellington - It Don't Mean A Thing.mid",Jazz,Swing,Duke Ellington,"It Don't Mean A Thing"
"Jazz_-_Swing-Duke_Ellington_-_Perdido","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Duke Ellington - Perdido.mid",Jazz,Swing,Duke Ellington,"Perdido"
"Jazz_-_Swing-Duke_Ellington_-_Stompin_At_The_Savoy","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Duke Ellington - Stompin At The Savoy.mid",Jazz,Swing,Duke Ellington,"Stompin At The Savoy"
"Jazz_-_Swing-Duke_Ellington_-_Take_the_A_Train","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Duke Ellington - Take the A Train.mid",Jazz,Swing,Duke Ellington,"Take the A Train"
"Jazz_-_Swing-Ella_Fitzgerald_-_A_Foggy_Day","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Ella Fitzgerald - A Foggy Day.mid",Jazz,Swing,Ella Fitzgerald,"A Foggy Day"
"Jazz_-_Swing-Ella_Fitzgerald_-_Don't_Be_That_Way","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Ella Fitzgerald - Don't Be That Way.mid",Jazz,Swing,Ella Fitzgerald,"Don't Be That Way"
"Jazz_-_Swing-Ella_Fitzgerald_-_Satin_Doll","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Ella Fitzgerald - Satin Doll.mid",Jazz,Swing,Ella Fitzgerald,"Satin Doll"
"Jazz_-_Swing-Louis_Armstrong_-_I've_Got_the_World_on_a_String","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Louis Armstrong - I've Got the World on a String.mid",Jazz,Swing,Louis Armstrong,"I've Got the World on a String"
"Jazz_-_Swing-Sarah_Vaughn_-_If_I_Were_A_Bell","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/Sarah Vaughn - If I Were A Bell.mid",Jazz,Swing,Sarah Vaughn,"If I Were A Bell"
"Jazz_-_Swing-The_Dorsey_Brothers_-_St._Louis_Blues","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Jazz - Swing/The Dorsey Brothers - St. Louis Blues.mid",Jazz,Swing,The Dorsey Brothers,"St. Louis Blues"
"Rap_-_Hardcore_Rap-Bone_Thugs_N_Harmony_-_First_of_the_Month","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Bone Thugs N Harmony - First of the Month.mid",Rap,Hardcore Rap,Bone Thugs N Harmony,"First of the Month"
"Rap_-_Hardcore_Rap-Bone_Thugs_N_Harmony_-_Look_Into_My_Eyes","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Bone Thugs N Harmony - Look Into My Eyes.mid",Rap,Hardcore Rap,Bone Thugs N Harmony,"Look Into My Eyes"
"Rap_-_Hardcore_Rap-Coolio_-_Gangstas_Paradise","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Coolio - Gangstas Paradise.mid",Rap,Hardcore Rap,Coolio,"Gangstas Paradise"
"Rap_-_Hardcore_Rap-DMX_-_Party_Up","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/DMX - Party Up.mid",Rap,Hardcore Rap,DMX,"Party Up"
"Rap_-_Hardcore_Rap-DMX_-_Ruff_Ryders_Anthem","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/DMX - Ruff Ryders Anthem.mid",Rap,Hardcore Rap,DMX,"Ruff Ryders Anthem"
"Rap_-_Hardcore_Rap-Dr_Dre_-_Forgot_About_Dre","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Dr Dre - Forgot About Dre.mid",Rap,Hardcore Rap,Dr Dre,"Forgot About Dre"
"Rap_-_Hardcore_Rap-Dr_Dre_-_Keep_Their_Heads_Ringing","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Dr Dre - Keep Their Heads Ringing.mid",Rap,Hardcore Rap,Dr Dre,"Keep Their Heads Ringing"
"Rap_-_Hardcore_Rap-Dr_Dre_-_Still_Dreaming","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Dr Dre - Still Dreaming.mid",Rap,Hardcore Rap,Dr Dre,"Still Dreaming"
"Rap_-_Hardcore_Rap-Eminem_-_Bad_Meets_Evil","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Eminem - Bad Meets Evil.mid",Rap,Hardcore Rap,Eminem,"Bad Meets Evil"
"Rap_-_Hardcore_Rap-Eminem_-_Guilty_Conscience","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Eminem - Guilty Conscience.mid",Rap,Hardcore Rap,Eminem,"Guilty Conscience"
"Rap_-_Hardcore_Rap-Eminem_-_The_Real_Slim_Shady","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Eminem - The Real Slim Shady.mid",Rap,Hardcore Rap,Eminem,"The Real Slim Shady"
"Rap_-_Hardcore_Rap-Freak_Nasty_-_Da_Dip","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Freak Nasty - Da Dip.mid",Rap,Hardcore Rap,Freak Nasty,"Da Dip"
"Rap_-_Hardcore_Rap-Ice_Cube_-_Ghetto_Vet","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Ice Cube - Ghetto Vet.mid",Rap,Hardcore Rap,Ice Cube,"Ghetto Vet"
"Rap_-_Hardcore_Rap-Ice_Cube_-_Record_Company_Pimpin","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Ice Cube - Record Company Pimpin.mid",Rap,Hardcore Rap,Ice Cube,"Record Company Pimpin"
"Rap_-_Hardcore_Rap-Jay_Z_-_Big_Pimpin","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Jay Z - Big Pimpin.mid",Rap,Hardcore Rap,Jay Z,"Big Pimpin"
"Rap_-_Hardcore_Rap-Notorious_BIG_-_Notorious_Thugs","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Notorious BIG - Notorious Thugs.mid",Rap,Hardcore Rap,Notorious BIG,"Notorious Thugs"
"Rap_-_Hardcore_Rap-Snoop_Dog_-_Aint_Nothing_Personal","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Snoop Dog - Aint Nothing Personal.mid",Rap,Hardcore Rap,Snoop Dog,"Aint Nothing Personal"
"Rap_-_Hardcore_Rap-Snoop_Dog_-_Gz_and_Hustlas","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Snoop Dog - Gz and Hustlas.mid",Rap,Hardcore Rap,Snoop Dog,"Gz and Hustlas"
"Rap_-_Hardcore_Rap-Snoop_Dog_-_Murder_Was_the_Case","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Snoop Dog - Murder Was the Case.mid",Rap,Hardcore Rap,Snoop Dog,"Murder Was the Case"
"Rap_-_Hardcore_Rap-Snoop_Dog_-_Still_a_G_Thang","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Snoop Dog - Still a G Thang.mid",Rap,Hardcore Rap,Snoop Dog,"Still a G Thang"
"Rap_-_Hardcore_Rap-Snoop_Dog_-_The_Shiznit","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Snoop Dog - The Shiznit.mid",Rap,Hardcore Rap,Snoop Dog,"The Shiznit"
"Rap_-_Hardcore_Rap-The_Luniz_-_I_Got_Five_On_It","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/The Luniz - I Got Five On It.mid",Rap,Hardcore Rap,The Luniz,"I Got Five On It"
"Rap_-_Hardcore_Rap-Tupac_Shakur_-_2_of_Americaz_Most_Wanted","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Tupac Shakur - 2 of Americaz Most Wanted.mid",Rap,Hardcore Rap,Tupac Shakur,"2 of Americaz Most Wanted"
"Rap_-_Hardcore_Rap-Tupac_Shakur_-_I_Aint_Mad_At_Cha","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Tupac Shakur - I Aint Mad At Cha.mid",Rap,Hardcore Rap,Tupac Shakur,"I Aint Mad At Cha"
"Rap_-_Hardcore_Rap-Westside_Connection_-_Bow_Down","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Hardcore Rap/Westside Connection - Bow Down.mid",Rap,Hardcore Rap,Westside Connection,"Bow Down"
"Rap_-_Pop_Rap-Arrested_Development_-_People_Everyday","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Arrested Development - People Everyday.mid",Rap,Pop Rap,Arrested Development,"People Everyday"
"Rap_-_Pop_Rap-Coolio_-_C_U_When_U_Get_There","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Coolio - C U When U Get There.mid",Rap,Pop Rap,Coolio,"C U When U Get There"
"Rap_-_Pop_Rap-Coolio_-_Fantastic_Voyage","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Coolio - Fantastic Voyage.mid",Rap,Pop Rap,Coolio,"Fantastic Voyage"
"Rap_-_Pop_Rap-Eminem_-_Stan","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Eminem - Stan.mid",Rap,Pop Rap,Eminem,"Stan"
"Rap_-_Pop_Rap-Jay_Z_-_Hard_Knock_Life","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Jay Z - Hard Knock Life.mid",Rap,Pop Rap,Jay Z,"Hard Knock Life"
"Rap_-_Pop_Rap-MC_Hammer_-_Have_You_Seen_Her","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/MC Hammer - Have You Seen Her.mid",Rap,Pop Rap,MC Hammer,"Have You Seen Her"
"Rap_-_Pop_Rap-MC_Hammer_-_U_Cant_Touch_This","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/MC Hammer - U Cant Touch This.mid",Rap,Pop Rap,MC Hammer,"U Cant Touch This"
"Rap_-_Pop_Rap-Marky_Mark_-_Good_Vibrations","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Marky Mark - Good Vibrations.mid",Rap,Pop Rap,Marky Mark,"Good Vibrations"
"Rap_-_Pop_Rap-Naughty_by_Nature_-_Jamboree","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Naughty by Nature - Jamboree.mid",Rap,Pop Rap,Naughty by Nature,"Jamboree"
"Rap_-_Pop_Rap-Nelly_-_Country_Grammar","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Nelly - Country Grammar.mid",Rap,Pop Rap,Nelly,"Country Grammar"
"Rap_-_Pop_Rap-Puff_Daddy_-_I'll_Be_Missing_You","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Puff Daddy - I'll Be Missing You.mid",Rap,Pop Rap,Puff Daddy,"I'll Be Missing You"
"Rap_-_Pop_Rap-Run_DMC_-_Sucka_MCs","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Run DMC - Sucka MCs.mid",Rap,Pop Rap,Run DMC,"Sucka MCs"
"Rap_-_Pop_Rap-Skee_Lo_-_I_Wish","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Skee Lo - I Wish.mid",Rap,Pop Rap,Skee Lo,"I Wish"
"Rap_-_Pop_Rap-Snoop_Dogg_-_Been_Around_the_World","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Snoop Dogg - Been Around the World.mid",Rap,Pop Rap,Snoop Dogg,"Been Around the World"
"Rap_-_Pop_Rap-The_Fugees_-_Ready_or_Not","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/The Fugees - Ready or Not.mid",Rap,Pop Rap,The Fugees,"Ready or Not"
"Rap_-_Pop_Rap-The_Notorious_BIG_-_Big_Poppa","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/The Notorious BIG - Big Poppa.mid",Rap,Pop Rap,The Notorious BIG,"Big Poppa"
"Rap_-_Pop_Rap-The_Notorious_BIG_-_Mo_Money_Mo_Problems","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/The Notorious BIG - Mo Money Mo Problems.mid",Rap,Pop Rap,The Notorious BIG,"Mo Money Mo Problems"
"Rap_-_Pop_Rap-The_Notorious_BIG_-_One_More_Chance","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/The Notorious BIG - One More Chance.mid",Rap,Pop Rap,The Notorious BIG,"One More Chance"
"Rap_-_Pop_Rap-Tupac_Shakur_-_Changes","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Tupac Shakur - Changes.mid",Rap,Pop Rap,Tupac Shakur,"Changes"
"Rap_-_Pop_Rap-Usher_-_You_Make_Me_Wanna","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Usher - You Make Me Wanna.mid",Rap,Pop Rap,Usher,"You Make Me Wanna"
"Rap_-_Pop_Rap-Vanilla_Ice_-_Ice_Ice_Baby","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Vanilla Ice - Ice Ice Baby.mid",Rap,Pop Rap,Vanilla Ice,"Ice Ice Baby"
"Rap_-_Pop_Rap-Warren_G_-_Regulate","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Warren G - Regulate.mid",Rap,Pop Rap,Warren G,"Regulate"
"Rap_-_Pop_Rap-Will_Smith_-_Getting_Jiggy_With_It","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Will Smith - Getting Jiggy With It.mid",Rap,Pop Rap,Will Smith,"Getting Jiggy With It"
"Rap_-_Pop_Rap-Will_Smith_-_Just_the_Two_of_Us","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Will Smith - Just the Two of Us.mid",Rap,Pop Rap,Will Smith,"Just the Two of Us"
"Rap_-_Pop_Rap-Will_Smith_-_Men_In_Black","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rap - Pop Rap/Will Smith - Men In Black.mid",Rap,Pop Rap,Will Smith,"Men In Black"
"Rock_-_Alternative-Alice_in_Chains_-_Heaven_Beside_You","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Alice in Chains - Heaven Beside You.mid",Rock,Alternative,Alice in Chains,"Heaven Beside You"
"Rock_-_Alternative-Alice_in_Chains_-_Rooster","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Alice in Chains - Rooster.mid",Rock,Alternative,Alice in Chains,"Rooster"
"Rock_-_Alternative-Alice_in_Chains_-_Would","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Alice in Chains - Would.mid",Rock,Alternative,Alice in Chains,"Would"
"Rock_-_Alternative-Cake_-_The_Distance","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Cake - The Distance.mid",Rock,Alternative,Cake,"The Distance"
"Rock_-_Alternative-Collective_Soul_-_December","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Collective Soul - December.mid",Rock,Alternative,Collective Soul,"December"
"Rock_-_Alternative-Collective_Soul_-_Gel","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Collective Soul - Gel.mid",Rock,Alternative,Collective Soul,"Gel"
"Rock_-_Alternative-Collective_Soul_-_Precious_Declaration","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Collective Soul - Precious Declaration.mid",Rock,Alternative,Collective Soul,"Precious Declaration"
"Rock_-_Alternative-Collective_Soul_-_Where_The_River_Flows","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Collective Soul - Where The River Flows.mid",Rock,Alternative,Collective Soul,"Where The River Flows"
"Rock_-_Alternative-Creed_-_Higher","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Creed - Higher.mid",Rock,Alternative,Creed,"Higher"
"Rock_-_Alternative-DC_Talk_-_Jesus_Freak","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/DC Talk - Jesus Freak.mid",Rock,Alternative,DC Talk,"Jesus Freak"
"Rock_-_Alternative-Everclear_-_Santa_Monica","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Everclear - Santa Monica.mid",Rock,Alternative,Everclear,"Santa Monica"
"Rock_-_Alternative-Harvey_Danger_-_Flagpole_Sitta","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Harvey Danger - Flagpole Sitta.mid",Rock,Alternative,Harvey Danger,"Flagpole Sitta"
"Rock_-_Alternative-Hole_-_Asking_For_It","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Hole - Asking For It.mid",Rock,Alternative,Hole,"Asking For It"
"Rock_-_Alternative-Local_H_-_Bound_For_The_Floor","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Local H - Bound For The Floor.mid",Rock,Alternative,Local H,"Bound For The Floor"
"Rock_-_Alternative-Nirvana_-_Heart_Shaped_Box","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Nirvana - Heart Shaped Box.mid",Rock,Alternative,Nirvana,"Heart Shaped Box"
"Rock_-_Alternative-Nirvana_-_Lithium","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Nirvana - Lithium.mid",Rock,Alternative,Nirvana,"Lithium"
"Rock_-_Alternative-Nirvana_-_Smells_Like_Teen_Spirit","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Nirvana - Smells Like Teen Spirit.mid",Rock,Alternative,Nirvana,"Smells Like Teen Spirit"
"Rock_-_Alternative-Orgy_-_Blue_Monday","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Orgy - Blue Monday.mid",Rock,Alternative,Orgy,"Blue Monday"
"Rock_-_Alternative-Pearl_Jam_-_Alive","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Pearl Jam - Alive.mid",Rock,Alternative,Pearl Jam,"Alive"
